QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1,Two Sum,two-sum,Easy,51.98910093350234,False,"array,hash-table",algorithms
2,Add Two Numbers,add-two-numbers,Medium,42.36787396279156,False,"linked-list,math,recursion",algorithms
3,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,Medium,34.541377715292484,False,"hash-table,string,sliding-window",algorithms
4,Median of Two Sorted Arrays,median-of-two-sorted-arrays,Hard,39.43923279390434,False,"array,binary-search,divide-and-conquer",algorithms
5,Longest Palindromic Substring,longest-palindromic-substring,Medium,33.64616986041024,False,"string,dynamic-programming",algorithms
6,Zigzag Conversion,zigzag-conversion,Medium,47.40143429716361,False,string,algorithms
7,Reverse Integer,reverse-integer,Medium,28.390455651532097,False,math,algorithms
8,String to Integer (atoi),string-to-integer-atoi,Medium,17.10662379817167,False,string,algorithms
9,Palindrome Number,palindrome-number,Easy,55.77467971572442,False,math,algorithms
10,Regular Expression Matching,regular-expression-matching,Hard,28.109646982761106,False,"string,dynamic-programming,recursion",algorithms
11,Container With Most Water,container-with-most-water,Medium,54.90128704901098,False,"array,two-pointers,greedy",algorithms
12,Integer to Roman,integer-to-roman,Medium,64.32166421429723,False,"hash-table,math,string",algorithms
13,Roman to Integer,roman-to-integer,Easy,60.74747762936984,False,"hash-table,math,string",algorithms
14,Longest Common Prefix,longest-common-prefix,Easy,42.438206607353266,False,"string,trie",algorithms
15,3Sum,3sum,Medium,34.21347944230963,False,"array,two-pointers,sorting",algorithms
16,3Sum Closest,3sum-closest,Medium,45.72922597813077,False,"array,two-pointers,sorting",algorithms
17,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,Medium,59.96351983980451,False,"hash-table,string,backtracking",algorithms
18,4Sum,4sum,Medium,36.140947051079756,False,"array,two-pointers,sorting",algorithms
19,Remove Nth Node From End of List,remove-nth-node-from-end-of-list,Medium,44.06989413814364,False,"linked-list,two-pointers",algorithms
20,Valid Parentheses,valid-parentheses,Easy,40.45744127237477,False,"string,stack",algorithms
21,Merge Two Sorted Lists,merge-two-sorted-lists,Easy,63.971200780838224,False,"linked-list,recursion",algorithms
22,Generate Parentheses,generate-parentheses,Medium,74.2407391197637,False,"string,dynamic-programming,backtracking",algorithms
23,Merge k Sorted Lists,merge-k-sorted-lists,Hard,52.23218781608088,False,"linked-list,divide-and-conquer,heap-priority-queue,merge-sort",algorithms
24,Swap Nodes in Pairs,swap-nodes-in-pairs,Medium,64.00496211841445,False,"linked-list,recursion",algorithms
25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,Hard,58.08961608185368,False,"linked-list,recursion",algorithms
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy,54.954338841113035,False,"array,two-pointers",algorithms
27,Remove Element,remove-element,Easy,56.20376238227729,False,"array,two-pointers",algorithms
28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,Easy,41.86781864579932,False,"two-pointers,string,string-matching",algorithms
29,Divide Two Integers,divide-two-integers,Medium,17.331324553975875,False,"math,bit-manipulation",algorithms
30,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,Hard,32.26422571593522,False,"hash-table,string,sliding-window",algorithms
31,Next Permutation,next-permutation,Medium,39.51697125512815,False,"array,two-pointers",algorithms
32,Longest Valid Parentheses,longest-valid-parentheses,Hard,33.86500633496591,False,"string,dynamic-programming,stack",algorithms
33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium,40.5012085916307,False,"array,binary-search",algorithms
34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,Medium,43.99510745621044,False,"array,binary-search",algorithms
35,Search Insert Position,search-insert-position,Easy,45.47119857772571,False,"array,binary-search",algorithms
36,Valid Sudoku,valid-sudoku,Medium,59.34036934921016,False,"array,hash-table,matrix",algorithms
37,Sudoku Solver,sudoku-solver,Hard,60.51329552162866,False,"array,hash-table,backtracking,matrix",algorithms
38,Count and Say,count-and-say,Medium,54.499425019976044,False,string,algorithms
39,Combination Sum,combination-sum,Medium,71.00404495359605,False,"array,backtracking",algorithms
40,Combination Sum II,combination-sum-ii,Medium,54.230337350050604,False,"array,backtracking",algorithms
41,First Missing Positive,first-missing-positive,Hard,37.804215520844224,False,"array,hash-table",algorithms
42,Trapping Rain Water,trapping-rain-water,Hard,60.767989109482954,False,"array,two-pointers,dynamic-programming,stack,monotonic-stack",algorithms
43,Multiply Strings,multiply-strings,Medium,40.06781141167682,False,"math,string,simulation",algorithms
44,Wildcard Matching,wildcard-matching,Hard,27.676241265729278,False,"string,dynamic-programming,greedy,recursion",algorithms
45,Jump Game II,jump-game-ii,Medium,40.34741284009753,False,"array,dynamic-programming,greedy",algorithms
46,Permutations,permutations,Medium,78.01529387337159,False,"array,backtracking",algorithms
47,Permutations II,permutations-ii,Medium,58.84719257656699,False,"array,backtracking",algorithms
48,Rotate Image,rotate-image,Medium,73.83615770004721,False,"array,math,matrix",algorithms
49,Group Anagrams,group-anagrams,Medium,68.24144272940275,False,"array,hash-table,string,sorting",algorithms
50,"Pow(x, n)",powx-n,Medium,34.51369099299008,False,"math,recursion",algorithms
51,N-Queens,n-queens,Hard,67.64564375696264,False,"array,backtracking",algorithms
52,N-Queens II,n-queens-ii,Hard,73.4714955248365,False,backtracking,algorithms
53,Maximum Subarray,maximum-subarray,Medium,50.62172955765033,False,"array,divide-and-conquer,dynamic-programming",algorithms
54,Spiral Matrix,spiral-matrix,Medium,48.91248010812143,False,"array,matrix,simulation",algorithms
55,Jump Game,jump-game,Medium,38.50583708468563,False,"array,dynamic-programming,greedy",algorithms
56,Merge Intervals,merge-intervals,Medium,47.046830354276466,False,"array,sorting",algorithms
57,Insert Interval,insert-interval,Medium,39.95306386559061,False,array,algorithms
58,Length of Last Word,length-of-last-word,Easy,48.97153324035992,False,string,algorithms
59,Spiral Matrix II,spiral-matrix-ii,Medium,70.79818332948157,False,"array,matrix,simulation",algorithms
60,Permutation Sequence,permutation-sequence,Hard,46.461664093814484,False,"math,recursion",algorithms
61,Rotate List,rotate-list,Medium,37.431472549347866,False,"linked-list,two-pointers",algorithms
62,Unique Paths,unique-paths,Medium,64.10132262722766,False,"math,dynamic-programming,combinatorics",algorithms
63,Unique Paths II,unique-paths-ii,Medium,41.35088595878604,False,"array,dynamic-programming,matrix",algorithms
64,Minimum Path Sum,minimum-path-sum,Medium,63.55604773648385,False,"array,dynamic-programming,matrix",algorithms
65,Valid Number,valid-number,Hard,19.53376503653233,False,string,algorithms
66,Plus One,plus-one,Easy,44.9522327588987,False,"array,math",algorithms
67,Add Binary,add-binary,Easy,53.266498007468975,False,"math,string,bit-manipulation,simulation",algorithms
68,Text Justification,text-justification,Hard,42.73400376930467,False,"array,string,simulation",algorithms
69,Sqrt(x),sqrtx,Easy,38.508764345515324,False,"math,binary-search",algorithms
70,Climbing Stairs,climbing-stairs,Easy,52.82186723527991,False,"math,dynamic-programming,memoization",algorithms
71,Simplify Path,simplify-path,Medium,41.91946780540982,False,"string,stack",algorithms
72,Edit Distance,edit-distance,Medium,56.097657141671334,False,"string,dynamic-programming",algorithms
73,Set Matrix Zeroes,set-matrix-zeroes,Medium,55.023364485981304,False,"array,hash-table,matrix",algorithms
74,Search a 2D Matrix,search-a-2d-matrix,Medium,49.80799130140156,False,"array,binary-search,matrix",algorithms
75,Sort Colors,sort-colors,Medium,61.712187905045326,False,"array,two-pointers,sorting",algorithms
76,Minimum Window Substring,minimum-window-substring,Hard,42.74217528385179,False,"hash-table,string,sliding-window",algorithms
77,Combinations,combinations,Medium,70.05634321428022,False,backtracking,algorithms
78,Subsets,subsets,Medium,77.0984354894757,False,"array,backtracking,bit-manipulation",algorithms
79,Word Search,word-search,Medium,41.3855690234179,False,"array,string,backtracking,matrix",algorithms
80,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium,57.41864123687158,False,"array,two-pointers",algorithms
81,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium,37.49850111734889,False,"array,binary-search",algorithms
82,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium,47.138464304257354,False,"linked-list,two-pointers",algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,52.190089034236486,False,linked-list,algorithms
84,Largest Rectangle in Histogram,largest-rectangle-in-histogram,Hard,44.03335452504623,False,"array,stack,monotonic-stack",algorithms
85,Maximal Rectangle,maximal-rectangle,Hard,46.72203696350057,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
86,Partition List,partition-list,Medium,55.905686562048764,False,"linked-list,two-pointers",algorithms
87,Scramble String,scramble-string,Hard,39.83899209984564,False,"string,dynamic-programming",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,49.161722213944614,False,"array,two-pointers,sorting",algorithms
89,Gray Code,gray-code,Medium,58.752504019677566,False,"math,backtracking,bit-manipulation",algorithms
90,Subsets II,subsets-ii,Medium,57.019784550898756,False,"array,backtracking,bit-manipulation",algorithms
91,Decode Ways,decode-ways,Medium,34.67591008621869,False,"string,dynamic-programming",algorithms
92,Reverse Linked List II,reverse-linked-list-ii,Medium,47.503661687692585,False,linked-list,algorithms
93,Restore IP Addresses,restore-ip-addresses,Medium,49.43961341899279,False,"string,backtracking",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,75.84137682573517,False,"stack,tree,depth-first-search,binary-tree",algorithms
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium,57.36438443820451,False,"dynamic-programming,backtracking,tree,binary-search-tree,binary-tree",algorithms
96,Unique Binary Search Trees,unique-binary-search-trees,Medium,60.82875130548735,False,"math,dynamic-programming,tree,binary-search-tree,binary-tree",algorithms
97,Interleaving String,interleaving-string,Medium,39.740471362521376,False,"string,dynamic-programming",algorithms
98,Validate Binary Search Tree,validate-binary-search-tree,Medium,32.74771855203422,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
99,Recover Binary Search Tree,recover-binary-search-tree,Medium,52.76252376106449,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
100,Same Tree,same-tree,Easy,61.668999400759084,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
101,Symmetric Tree,symmetric-tree,Easy,56.13797546559922,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium,66.76777981860326,False,"tree,breadth-first-search,binary-tree",algorithms
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium,58.6269711771435,False,"tree,breadth-first-search,binary-tree",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,75.10024592362416,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium,63.504710904599094,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium,62.36295997307747,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium,63.04063001184368,False,"tree,breadth-first-search,binary-tree",algorithms
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy,71.39642295536814,False,"array,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
109,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium,61.58521445304488,False,"linked-list,divide-and-conquer,tree,binary-search-tree,binary-tree",algorithms
110,Balanced Binary Tree,balanced-binary-tree,Easy,51.59243411903609,False,"tree,depth-first-search,binary-tree",algorithms
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy,47.50923601010961,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
112,Path Sum,path-sum,Easy,49.98809145045413,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
113,Path Sum II,path-sum-ii,Medium,58.214396427053515,False,"backtracking,tree,depth-first-search,binary-tree",algorithms
114,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium,64.45660276814844,False,"linked-list,stack,tree,depth-first-search,binary-tree",algorithms
115,Distinct Subsequences,distinct-subsequences,Hard,46.45506987044186,False,"string,dynamic-programming",algorithms
116,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium,62.30689656230911,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
117,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium,52.08252829264839,False,"linked-list,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
118,Pascal's Triangle,pascals-triangle,Easy,73.89421729532137,False,"array,dynamic-programming",algorithms
119,Pascal's Triangle II,pascals-triangle-ii,Easy,63.74094712712227,False,"array,dynamic-programming",algorithms
120,Triangle,triangle,Medium,56.25052845846707,False,"array,dynamic-programming",algorithms
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,53.5120484223753,False,"array,dynamic-programming",algorithms
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium,66.03388843035394,False,"array,dynamic-programming,greedy",algorithms
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard,47.60896113540721,False,"array,dynamic-programming",algorithms
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard,39.90405234301969,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
125,Valid Palindrome,valid-palindrome,Easy,46.967825147291144,False,"two-pointers,string",algorithms
126,Word Ladder II,word-ladder-ii,Hard,27.294666583797074,False,"hash-table,string,backtracking,breadth-first-search",algorithms
127,Word Ladder,word-ladder,Hard,38.79263959687536,False,"hash-table,string,breadth-first-search",algorithms
128,Longest Consecutive Sequence,longest-consecutive-sequence,Medium,47.304318059619845,False,"array,hash-table,union-find",algorithms
129,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium,63.300099883222835,False,"tree,depth-first-search,binary-tree",algorithms
130,Surrounded Regions,surrounded-regions,Medium,38.99480364396595,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
131,Palindrome Partitioning,palindrome-partitioning,Medium,67.15881045316904,False,"string,dynamic-programming,backtracking",algorithms
132,Palindrome Partitioning II,palindrome-partitioning-ii,Hard,33.785155207795675,False,"string,dynamic-programming",algorithms
133,Clone Graph,clone-graph,Medium,56.60598060862052,False,"hash-table,depth-first-search,breadth-first-search,graph",algorithms
134,Gas Station,gas-station,Medium,45.55271251774718,False,"array,greedy",algorithms
135,Candy,candy,Hard,43.23865817355055,False,"array,greedy",algorithms
136,Single Number,single-number,Easy,72.48323105231012,False,"array,bit-manipulation",algorithms
137,Single Number II,single-number-ii,Medium,62.24028725410399,False,"array,bit-manipulation",algorithms
138,Copy List with Random Pointer,copy-list-with-random-pointer,Medium,55.53610232615672,False,"hash-table,linked-list",algorithms
139,Word Break,word-break,Medium,46.60646411698518,False,"array,hash-table,string,dynamic-programming,trie,memoization",algorithms
140,Word Break II,word-break-ii,Hard,47.50889918619229,False,"array,hash-table,string,dynamic-programming,backtracking,trie,memoization",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,49.524342328769144,False,"hash-table,linked-list,two-pointers",algorithms
142,Linked List Cycle II,linked-list-cycle-ii,Medium,50.87780292831112,False,"hash-table,linked-list,two-pointers",algorithms
143,Reorder List,reorder-list,Medium,56.03592474500443,False,"linked-list,two-pointers,stack,recursion",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,69.11823188817662,False,"stack,tree,depth-first-search,binary-tree",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,70.52317009310623,False,"stack,tree,depth-first-search,binary-tree",algorithms
146,LRU Cache,lru-cache,Medium,42.19061154140226,False,"hash-table,linked-list,design,doubly-linked-list",algorithms
147,Insertion Sort List,insertion-sort-list,Medium,53.12233954500307,False,"linked-list,sorting",algorithms
148,Sort List,sort-list,Medium,57.39903791685421,False,"linked-list,two-pointers,divide-and-conquer,sorting,merge-sort",algorithms
149,Max Points on a Line,max-points-on-a-line,Hard,26.408302084241736,False,"array,hash-table,math,geometry",algorithms
150,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium,50.95317438353255,False,"array,math,stack",algorithms
151,Reverse Words in a String,reverse-words-in-a-string,Medium,40.8285631164719,False,"two-pointers,string",algorithms
152,Maximum Product Subarray,maximum-product-subarray,Medium,34.96165760244763,False,"array,dynamic-programming",algorithms
153,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium,50.08699174159194,False,"array,binary-search",algorithms
154,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,Hard,43.59279914039914,False,"array,binary-search",algorithms
155,Min Stack,min-stack,Medium,53.83721492750671,False,"stack,design",algorithms
156,Binary Tree Upside Down,binary-tree-upside-down,Medium,62.593857504556794,True,"tree,depth-first-search,binary-tree",algorithms
157,Read N Characters Given Read4,read-n-characters-given-read4,Easy,41.39347595298958,True,"array,simulation,interactive",algorithms
158,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,Hard,42.13274334228689,True,"array,simulation,interactive",algorithms
159,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium,54.75208438326128,True,"hash-table,string,sliding-window",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,56.9979309808592,False,"hash-table,linked-list,two-pointers",algorithms
161,One Edit Distance,one-edit-distance,Medium,34.259571019357764,True,"two-pointers,string",algorithms
162,Find Peak Element,find-peak-element,Medium,45.863765810129905,False,"array,binary-search",algorithms
163,Missing Ranges,missing-ranges,Easy,33.35267182198945,True,array,algorithms
164,Maximum Gap,maximum-gap,Medium,45.42517957175374,False,"array,sorting,bucket-sort,radix-sort",algorithms
165,Compare Version Numbers,compare-version-numbers,Medium,36.693120296562206,False,"two-pointers,string",algorithms
166,Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium,24.858354959171088,False,"hash-table,math,string",algorithms
167,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium,60.9552040549707,False,"array,two-pointers,binary-search",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,40.31069802941663,False,"math,string",algorithms
169,Majority Element,majority-element,Easy,64.65938367212763,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,Easy,37.94957336882558,True,"array,hash-table,two-pointers,design,data-stream",algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,63.48707383531601,False,"math,string",algorithms
172,Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium,43.17822582983331,False,math,algorithms
173,Binary Search Tree Iterator,binary-search-tree-iterator,Medium,71.63331109523725,False,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
174,Dungeon Game,dungeon-game,Hard,37.97346321335355,False,"array,dynamic-programming,matrix",algorithms
175,Combine Two Tables,combine-two-tables,Easy,75.5657688147384,False,database,database
176,Second Highest Salary,second-highest-salary,Medium,39.9236643828765,False,database,database
177,Nth Highest Salary,nth-highest-salary,Medium,38.03668505617525,False,database,database
178,Rank Scores,rank-scores,Medium,61.9125480160045,False,database,database
179,Largest Number,largest-number,Medium,35.8313654893232,False,"array,string,greedy,sorting",algorithms
180,Consecutive Numbers,consecutive-numbers,Medium,47.22002978662073,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,69.18794948751345,False,database,database
182,Duplicate Emails,duplicate-emails,Easy,70.8931916152102,False,database,database
183,Customers Who Never Order,customers-who-never-order,Easy,68.892246997889,False,database,database
184,Department Highest Salary,department-highest-salary,Medium,51.290454731667346,False,database,database
185,Department Top Three Salaries,department-top-three-salaries,Hard,52.4218247147778,False,database,database
186,Reverse Words in a String II,reverse-words-in-a-string-ii,Medium,54.34380649990259,True,"two-pointers,string",algorithms
187,Repeated DNA Sequences,repeated-dna-sequences,Medium,48.57049687958981,False,"hash-table,string,bit-manipulation,sliding-window,rolling-hash,hash-function",algorithms
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard,42.226643439102865,False,"array,dynamic-programming",algorithms
189,Rotate Array,rotate-array,Medium,40.339800851102545,False,"array,math,two-pointers",algorithms
190,Reverse Bits,reverse-bits,Easy,57.8404497514287,False,"divide-and-conquer,bit-manipulation",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,70.43425636270027,False,"divide-and-conquer,bit-manipulation",algorithms
192,Word Frequency,word-frequency,Medium,25.727180755984925,False,shell,shell
193,Valid Phone Numbers,valid-phone-numbers,Easy,25.82260580762133,False,shell,shell
194,Transpose File,transpose-file,Medium,25.984627112183965,False,shell,shell
195,Tenth Line,tenth-line,Easy,33.19100650034852,False,shell,shell
